journal_nlm_id	journal_abbrev	journal	delay_type	n_articles	median_delay	mean_delay	n_unique_dates	n_unique_years	n_unique_delays
101561195	Cell Biosci	Cell & bioscience	Acceptance	267	69	77.4195	214	5	133
101561195	Cell Biosci	Cell & bioscience	Publication	280	15	21.0036	214	5	61
101561211	Nurs Res Pract	Nursing research and practice	Acceptance	287	87	97.0139	253	6	141
101561211	Nurs Res Pract	Nursing research and practice	Publication	299	44	49.3077	256	6	90
101561462	Neurointervention	Neurointervention	Acceptance	84	51	55.2024	77	6	63
101561462	Neurointervention	Neurointervention	Publication	84	51.5	64.7262	10	5	62
101561693	Cancer Discov	Cancer discovery	Acceptance	69	140	156.739	53	1	59
101561693	Cancer Discov	Cancer discovery	Publication	69	6	18.6377	59	1	28
101561785	AMB Express	AMB Express	Acceptance	344	35	41.75	259	5	105
101561785	AMB Express	AMB Express	Publication	350	13	18.6914	275	5	69
101561954	Asia Pac Allergy	Asia Pacific allergy	Acceptance	172	37.5	60.1512	149	6	95
101561954	Asia Pac Allergy	Asia Pacific allergy	Publication	175	27	39.9086	32	5	67
101562314	ISRN Nurs	ISRN nursing	Acceptance	81	37	37.9259	77	4	43
101562314	ISRN Nurs	ISRN nursing	Publication	81	52	51.8272	72	4	55
101562480	Arab J Urol	Arab journal of urology	Acceptance	288	50	60.4028	209	5	123
101562480	Arab J Urol	Arab journal of urology	Publication	294	44	50.7891	209	5	78
101562501	Mol Biol Int	Molecular biology international	Acceptance	91	63	76.8022	82	5	65
101562501	Mol Biol Int	Molecular biology international	Publication	95	57	57.2842	89	5	58
101562526	Polym Chem	Polymer chemistry	Acceptance	1	36	36	1	1	1
101562526	Polym Chem	Polymer chemistry	Publication	1	13	13	1	1	1
101562649	Philos Compass	Philosophy compass	Acceptance	1	17	17	1	1	1
101562649	Philos Compass	Philosophy compass	Publication	1	147	147	1	1	1
101562664	Transl Psychiatry	Translational psychiatry	Acceptance	400	99	109.308	144	3	192
101562678	Nano Rev	Nano reviews	Acceptance	43	62	73.9767	30	6	29
101562678	Nano Rev	Nano reviews	Publication	39	35	39.8462	25	5	22
101562691	J Int Oral Health	Journal of international oral health : JIOH	Acceptance	411	85	83.528	177	4	98
101562691	J Int Oral Health	Journal of international oral health : JIOH	Publication	160	79	83.6625	8	2	69
101562873	Ann Intensive Care	Annals of intensive care	Acceptance	241	105	104.154	203	5	131
101562873	Ann Intensive Care	Annals of intensive care	Publication	242	15	18.7314	199	5	57
101563282	Clin Pract	Clinics and practice	Acceptance	312	47	60.5288	130	5	128
101563282	Clin Pract	Clinics and practice	Publication	268	24	37.2201	155	5	86
101563288	Sci Rep	Scientific reports	Acceptance	18036	105	115.943	1103	5	428
101563288	Sci Rep	Scientific reports	Publication	1232	22	27.2589	367	3	82
101563306	ISRN Gastroenterol	ISRN gastroenterology	Acceptance	146	31	33.1301	128	5	46
101563306	ISRN Gastroenterol	ISRN gastroenterology	Publication	146	40.5	43.3288	129	5	71
101563309	Osong Public Health Res Perspect	Osong public health and research perspectives	Acceptance	220	35	41.7045	121	6	87
101563309	Osong Public Health Res Perspect	Osong public health and research perspectives	Publication	146	19.5	25.8904	73	5	48
101563916	Clin Exp Reprod Med	Clinical and experimental reproductive medicine	Acceptance	145	45	56.1379	127	6	84
101563916	Clin Exp Reprod Med	Clinical and experimental reproductive medicine	Publication	145	33	41.5793	19	5	71
101563922	Korean J Thorac Cardiovasc Surg	The Korean journal of thoracic and cardiovascular surgery	Acceptance	482	69	91.6929	209	6	186
101563922	Korean J Thorac Cardiovasc Surg	The Korean journal of thoracic and cardiovascular surgery	Publication	483	149	156.596	30	5	197
101564121	Am J Nucl Med Mol Imaging	American journal of nuclear medicine and molecular imaging	Acceptance	180	29	39.4278	154	5	80
101564121	Am J Nucl Med Mol Imaging	American journal of nuclear medicine and molecular imaging	Publication	179	46	48.905	30	5	85
101564306	Neural Syst Circuits	Neural systems & circuits	Acceptance	22	63.5	91.4091	21	3	20
101564306	Neural Syst Circuits	Neural systems & circuits	Publication	24	0	34.2917	19	2	10
101564430	Eur J Prev Cardiol	European journal of preventive cardiology	Acceptance	156	102	111.244	98	4	102
101564430	Eur J Prev Cardiol	European journal of preventive cardiology	Publication	157	24	28.1083	100	3	33
101564504	Mob Genet Elements	Mobile genetic elements	Acceptance	116	45.5	49.6897	91	4	72
101564504	Mob Genet Elements	Mobile genetic elements	Publication	75	10	19.0533	43	4	34
101564536	Med Gas Res	Medical gas research	Acceptance	108	78.5	89.7315	84	5	81
101564536	Med Gas Res	Medical gas research	Publication	112	7	10.5982	94	5	33
101564628	Int J Stomatol Occlusion Med	International journal of stomatology & occlusion medicine	Acceptance	4	77.5	63.5	4	3	4
101564628	Int J Stomatol Occlusion Med	International journal of stomatology & occlusion medicine	Publication	4	81	87	4	3	4
101564630	Aquat Conserv	Aquatic conservation : marine and freshwater ecosystems	Acceptance	1	160	160	1	1	1
101564630	Aquat Conserv	Aquatic conservation : marine and freshwater ecosystems	Publication	1	78	78	1	1	1
101564639	Wiley Interdiscip Rev Comput Mol Sci	Wiley interdisciplinary reviews. Computational molecular science	Acceptance	2	116.5	116.5	2	1	2
101564639	Wiley Interdiscip Rev Comput Mol Sci	Wiley interdisciplinary reviews. Computational molecular science	Publication	3	41	28.6667	3	2	3
101564659	Chonnam Med J	Chonnam medical journal	Acceptance	124	28	33.0968	108	5	57
101564659	Chonnam Med J	Chonnam medical journal	Publication	124	63	81.4113	13	5	80
101564708	J Clin Imaging Sci	Journal of clinical imaging science	Acceptance	365	46	57.7671	305	6	126
101564708	J Clin Imaging Sci	Journal of clinical imaging science	Publication	366	37.5	47.2022	93	5	108
101564795	J Korean Surg Soc	Journal of the Korean Surgical Society	Acceptance	369	88	96.6965	212	4	153
101564795	J Korean Surg Soc	Journal of the Korean Surgical Society	Publication	371	86	117.011	34	3	162
101564825	Dement Geriatr Cogn Dis Extra	Dementia and geriatric cognitive disorders extra	Acceptance	4	99	85.75	4	2	3
101564825	Dement Geriatr Cogn Dis Extra	Dementia and geriatric cognitive disorders extra	Publication	4	86	123.5	4	2	4
101564961	Adv Prev Med	Advances in preventive medicine	Acceptance	95	78	95.9684	85	6	75
101564961	Adv Prev Med	Advances in preventive medicine	Publication	98	30.5	39.0918	89	6	55
101564967	Int J Hepatol	International journal of hepatology	Acceptance	214	81	83.2523	186	6	112
101564967	Int J Hepatol	International journal of hepatology	Publication	225	53	54.0622	191	6	88
101565123	BMJ Support Palliat Care	BMJ supportive & palliative care	Acceptance	45	169	192.822	27	4	40
101565123	BMJ Support Palliat Care	BMJ supportive & palliative care	Publication	45	28	32.3333	38	3	31
101565129	Adv Orthop	Advances in orthopedics	Acceptance	165	91	103.012	141	6	110
101565129	Adv Orthop	Advances in orthopedics	Publication	169	39	46.5148	154	6	78
101565425	Food Bioproc Tech	Food and bioprocess technology	Acceptance	1	273	273	1	1	1
101565425	Food Bioproc Tech	Food and bioprocess technology	Publication	1	21	21	1	1	1
101565857	3 Biotech	3 Biotech	Acceptance	35	81	89.2571	31	2	30
101565857	3 Biotech	3 Biotech	Publication	35	21	24.9714	31	1	21
101566109	AIP Adv	AIP advances	Acceptance	21	71	82.7143	21	5	19
101566109	AIP Adv	AIP advances	Publication	21	12	36.8095	19	5	15
101566127	J Mediev Iber Stud	Journal of medieval Iberian studies	Acceptance	1	255	255	1	1	1
101566127	J Mediev Iber Stud	Journal of medieval Iberian studies	Publication	1	38	38	1	1	1
101566202	Bone Marrow Res	Bone marrow research	Acceptance	66	70	75.6364	61	6	51
101566202	Bone Marrow Res	Bone marrow research	Publication	67	40	45.5224	63	6	43
101566207	Arthritis	Arthritis	Acceptance	106	84.5	89.0377	100	6	85
101566207	Arthritis	Arthritis	Publication	107	34	39.4299	99	6	62
101566285	Int J Surg Oncol	International journal of surgical oncology	Acceptance	178	95	95.9944	152	7	100
101566285	Int J Surg Oncol	International journal of surgical oncology	Publication	184	58	57.413	152	6	85
101566293	ISRN Cardiol	ISRN cardiology	Acceptance	113	36	38.292	88	4	48
101566293	ISRN Cardiol	ISRN cardiology	Publication	113	42	43.9646	87	4	52
101566341	Nutr Diabetes	Nutrition & diabetes	Acceptance	108	87.5	93.2963	80	3	85
101566408	Ecol Evol	Ecology and evolution	Acceptance	1530	70	82.0157	474	5	249
101566408	Ecol Evol	Ecology and evolution	Publication	1346	39	47.6642	599	4	125
101566470	Dermatol Reports	Dermatology reports	Acceptance	101	46	75.6139	72	7	70
101566470	Dermatol Reports	Dermatology reports	Publication	100	35.5	46.1	73	7	60
101566598	G3 (Bethesda)	G3 (Bethesda, Md.)	Acceptance	273	64	72.6484	204	3	113
101566598	G3 (Bethesda)	G3 (Bethesda, Md.)	Publication	276	54	58.5761	22	3	63
101566606	Chemother Res Pract	Chemotherapy research and practice	Acceptance	71	85	100.394	70	6	57
101566606	Chemother Res Pract	Chemotherapy research and practice	Publication	72	38	44.75	69	6	52
101566611	ISRN Dermatol	ISRN dermatology	Acceptance	101	33	35.1089	92	4	42
101566611	ISRN Dermatol	ISRN dermatology	Publication	101	40	45.9208	94	4	57
101566618	Cell J	Cell journal	Acceptance	257	142	163.012	194	6	168
101566618	Cell J	Cell journal	Publication	258	261	275.663	20	5	166
101566860	Radiol Res Pract	Radiology research and practice	Acceptance	104	85.5	90.3942	101	6	71
101566860	Radiol Res Pract	Radiology research and practice	Publication	104	45	47.2885	101	6	61
101566861	Mult Scler Int	Multiple sclerosis international	Acceptance	133	87	94.8872	122	6	85
101566861	Mult Scler Int	Multiple sclerosis international	Publication	135	39	47.0222	129	6	71
101566862	Rehabil Res Pract	Rehabilitation research and practice	Acceptance	101	87	92.7921	93	5	73
101566862	Rehabil Res Pract	Rehabilitation research and practice	Publication	103	32	40.5437	95	5	55
101566863	Pain Res Treat	Pain research and treatment	Acceptance	131	72	83.8015	121	5	83
101566863	Pain Res Treat	Pain research and treatment	Publication	136	43	51.6029	126	5	78
101566866	ISRN Surg	ISRN surgery	Acceptance	131	37	40.1298	106	4	50
101566866	ISRN Surg	ISRN surgery	Publication	131	43	48.1221	108	4	63
101566868	ISRN Urol	ISRN urology	Acceptance	96	31	36.0833	85	4	42
101566868	ISRN Urol	ISRN urology	Publication	96	55	55.1979	88	4	54
101566870	Minim Invasive Surg	Minimally invasive surgery	Acceptance	123	85	101.675	112	7	96
101566870	Minim Invasive Surg	Minimally invasive surgery	Publication	126	38	46.9683	117	6	70
101566937	Thrombosis	Thrombosis	Acceptance	74	80.5	91.9865	70	7	57
101566937	Thrombosis	Thrombosis	Publication	75	52	55.7867	72	7	55
101567023	ISRN Hematol	ISRN hematology	Acceptance	78	34	37.9359	71	5	40
101567023	ISRN Hematol	ISRN hematology	Publication	78	50.5	51.1923	68	5	50
101567026	ISRN Oncol	ISRN oncology	Acceptance	235	33	35.0723	200	4	55
101567026	ISRN Oncol	ISRN oncology	Publication	235	49	54.0468	191	4	91
101567041	Int Urogynecol J	International urogynecology journal	Acceptance	1621	100	107.843	595	7	255
101567041	Int Urogynecol J	International urogynecology journal	Publication	1626	29	35.4108	760	7	120
101567048	ISRN Pharmacol	ISRN pharmacology	Acceptance	124	38	40.4032	107	4	51
101567048	ISRN Pharmacol	ISRN pharmacology	Publication	124	48	54.379	104	4	68
101567070	Emerg Med Int	Emergency medicine international	Acceptance	143	80	86.5035	130	6	105
101567070	Emerg Med Int	Emergency medicine international	Publication	147	44	47.585	135	6	71
101567074	Prostate Cancer	Prostate cancer	Acceptance	88	74.5	87.4886	86	6	67
101567074	Prostate Cancer	Prostate cancer	Publication	90	42	47.6778	86	6	55
101567863	Adipocyte	Adipocyte	Acceptance	130	52.5	62.4692	107	4	82
101567863	Adipocyte	Adipocyte	Publication	124	21.5	51.7581	68	3	71
101568072	Malar Res Treat	Malaria research and treatment	Acceptance	83	78	91.1807	80	6	59
101568072	Malar Res Treat	Malaria research and treatment	Publication	83	33	38.4578	77	6	50
101568074	J Amino Acids	Journal of amino acids	Acceptance	84	70.5	83.9643	78	6	61
101568074	J Amino Acids	Journal of amino acids	Publication	87	50	54.8391	81	6	56
101568077	ISRN Pediatr	ISRN pediatrics	Acceptance	96	39.5	42.9271	87	5	47
101568077	ISRN Pediatr	ISRN pediatrics	Publication	96	46	47.1979	80	5	57
101568083	ISRN Neurol	ISRN neurology	Acceptance	139	35	37.7122	122	4	53
101568083	ISRN Neurol	ISRN neurology	Publication	139	48	54.7914	120	4	73
101568088	Int J Family Med	International journal of family medicine	Acceptance	116	101	108.759	110	6	85
101568088	Int J Family Med	International journal of family medicine	Publication	119	45	46.9496	112	6	64
101568096	ISRN Endocrinol	ISRN endocrinology	Acceptance	133	31	36.1654	125	4	52
101568096	ISRN Endocrinol	ISRN endocrinology	Publication	133	48	50.6015	118	4	65
101568103	Int J Breast Cancer	International journal of breast cancer	Acceptance	166	75.5	85.0422	150	6	99
101568103	Int J Breast Cancer	International journal of breast cancer	Publication	171	42	47.2222	147	6	80
101568200	Front Plant Sci	Frontiers in plant science	Acceptance	2869	71	78.5225	1114	6	245
101568200	Front Plant Sci	Frontiers in plant science	Publication	2877	20	20.9861	921	6	53
101568318	Results Immunol	Results in immunology	Acceptance	69	52	60.7101	67	5	52
101568318	Results Immunol	Results in immunology	Publication	69	8	9.37681	67	5	20
101568322	ISRN Vet Sci	ISRN veterinary science	Acceptance	96	35	39.6771	87	5	46
101568322	ISRN Vet Sci	ISRN veterinary science	Publication	96	34	40.6979	81	5	52
101568469	Blood Cancer J	Blood cancer journal	Acceptance	206	29.5	56.9126	164	5	97
101568469	Blood Cancer J	Blood cancer journal	Publication	56	52	59.0536	42	3	33
101568481	East Asian Sci Technol Soc	East Asian science, technology and society	Acceptance	1	291	291	1	1	1
101568481	East Asian Sci Technol Soc	East Asian science, technology and society	Publication	1	48	48	1	1	1
101568499	Diagn Interv Imaging	Diagnostic and interventional imaging	Acceptance	133	74	116.744	90	3	102
101568499	Diagn Interv Imaging	Diagnostic and interventional imaging	Publication	104	57.5	86.2404	60	1	73
101568557	JIMD Rep	JIMD reports	Acceptance	506	88	103.383	383	6	189
101568557	JIMD Rep	JIMD reports	Publication	505	56	76.4634	203	5	157
101568867	Front Oncol	Frontiers in oncology	Acceptance	1257	63	70.7613	791	5	188
101568867	Front Oncol	Frontiers in oncology	Publication	1263	18	19.8789	711	5	49
101568907	Int J Appl Earth Obs Geoinf	International journal of applied earth observation and geoinformation : ITC journal	Acceptance	2	187.5	187.5	2	1	2
101569493	Tremor Other Hyperkinet Mov (N Y)	Tremor and other hyperkinetic movements (New York, N.Y.)	Acceptance	191	46	76.9948	164	5	106
101569493	Tremor Other Hyperkinet Mov (N Y)	Tremor and other hyperkinetic movements (New York, N.Y.)	Publication	191	43	73.623	124	5	88
101569577	Am J Blood Res	American journal of blood research	Acceptance	92	24.5	31.8478	85	5	50
101569577	Am J Blood Res	American journal of blood research	Publication	92	24.5	30.5217	32	5	48
101569582	Am J Cardiovasc Dis	American journal of cardiovascular disease	Acceptance	136	29.5	41.7279	109	5	65
101569582	Am J Cardiovasc Dis	American journal of cardiovascular disease	Publication	136	18	27.2279	37	5	58
101569796	Rev Philos Psychol	Review of philosophy and psychology	Acceptance	1	163	163	1	1	1
101569796	Rev Philos Psychol	Review of philosophy and psychology	Publication	1	66	66	1	1	1
101569862	AJP Rep	AJP reports	Acceptance	139	69	77.8058	109	6	96
101569862	AJP Rep	AJP reports	Publication	144	81.5	94.1042	74	5	86
101569896	Eur J Microbiol Immunol (Bp)	European journal of microbiology & immunology	Acceptance	143	7	12.9161	127	5	39
101569896	Eur J Microbiol Immunol (Bp)	European journal of microbiology & immunology	Publication	146	70	73.1027	23	5	85
101570455	Environ Health Toxicol	Environmental health and toxicology	Acceptance	90	75.5	87.9889	80	6	62
101570455	Environ Health Toxicol	Environmental health and toxicology	Publication	87	50	59.1724	63	5	61
101570526	Oncoimmunology	Oncoimmunology	Acceptance	787	6	22.8208	332	4	118
101570526	Oncoimmunology	Oncoimmunology	Publication	749	40	53.9973	158	3	157
101570649	ISRN Rheumatol	ISRN rheumatology	Acceptance	54	35.5	38.1111	52	4	32
101570649	ISRN Rheumatol	ISRN rheumatology	Publication	54	47.5	50.1111	48	4	40
101570734	J Funct Biomater	Journal of functional biomaterials	Acceptance	165	49	56.9455	129	6	79
101570795	APSP J Case Rep	APSP journal of case reports	Acceptance	195	27	32.3487	163	6	68
101570795	APSP J Case Rep	APSP journal of case reports	Publication	195	71	75.0462	49	6	106
101570837	Brain Behav	Brain and behavior	Acceptance	340	111	127.65	207	5	188
101570837	Brain Behav	Brain and behavior	Publication	285	39	49.4456	212	4	74
101570880	Pharmacogn Rev	Pharmacognosy reviews	Acceptance	112	278	307.42	11	6	97
101571023	ISRN Pharm	ISRN pharmaceutics	Acceptance	89	34	37.2921	75	4	42
101571023	ISRN Pharm	ISRN pharmaceutics	Publication	89	55	57.1348	80	4	48
101571172	Ann Lab Med	Annals of laboratory medicine	Acceptance	285	152	158.365	184	5	176
101571172	Ann Lab Med	Annals of laboratory medicine	Publication	263	57	59.6768	21	5	92
101571232	Anat Res Int	Anatomy research international	Acceptance	100	77.5	83.79	94	6	74
101571232	Anat Res Int	Anatomy research international	Publication	103	41	47.5922	99	6	64
101571320	Iran J Ped Hematol Oncol	Iranian journal of pediatric hematology and oncology	Acceptance	93	95	112.559	85	4	67
101571320	Iran J Ped Hematol Oncol	Iranian journal of pediatric hematology and oncology	Publication	52	45	69.5577	12	4	40
101571406	Skull Base Rep	Skull base reports	Acceptance	25	63	84.92	23	2	25
101571406	Skull Base Rep	Skull base reports	Publication	25	104	113.88	16	2	23
101571433	J Pathog	Journal of pathogens	Acceptance	77	74	82.8571	72	6	54
101571433	J Pathog	Journal of pathogens	Publication	78	53.5	54.2949	74	6	50
101571472	Genet Res Int	Genetics research international	Acceptance	100	85.5	86.59	91	6	67
101571472	Genet Res Int	Genetics research international	Publication	107	68	64.9252	89	5	71
101571817	Balkan Med J	Balkan medical journal	Acceptance	307	139	149.189	227	5	189
101571817	Balkan Med J	Balkan medical journal	Publication	313	129	139.831	19	4	170
101572033	Pediatr Obes	Pediatric obesity	Acceptance	340	144	157.403	228	5	190
101572033	Pediatr Obes	Pediatric obesity	Publication	273	68	73.8022	131	5	96
101572336	Adv Biol Regul	Advances in biological regulation	Acceptance	155	5	10.7742	105	5	35
101572336	Adv Biol Regul	Advances in biological regulation	Publication	131	12	14.916	88	5	31
101572469	J Math Neurosci	Journal of mathematical neuroscience	Acceptance	77	158	163.052	70	5	63
101572469	J Math Neurosci	Journal of mathematical neuroscience	Publication	77	26	56.1948	53	5	50
101572538	Remote Sens Environ	Remote sensing of environment	Acceptance	1	268	268	1	1	1
101572566	J Exerc Nutrition Biochem	Journal of exercise nutrition & biochemistry	Acceptance	76	35	51.2105	63	3	45
101572566	J Exerc Nutrition Biochem	Journal of exercise nutrition & biochemistry	Publication	74	0	8.91892	41	3	21
101572802	Intest Res	Intestinal research	Acceptance	116	39	56.9397	103	4	67
101572802	Intest Res	Intestinal research	Publication	124	97.5	130.887	8	2	93
101572812	J Pharmacopuncture	Journal of pharmacopuncture	Acceptance	122	44	56.8279	100	4	72
101572899	Clin Pharmacol Drug Dev	Clinical pharmacology in drug development	Acceptance	12	234.5	239.25	11	2	12
101572899	Clin Pharmacol Drug Dev	Clinical pharmacology in drug development	Publication	12	73.5	73.4167	12	3	11
101573065	Ann Rehabil Med	Annals of rehabilitation medicine	Acceptance	608	103	121.646	412	6	230
101573065	Ann Rehabil Med	Annals of rehabilitation medicine	Publication	609	186	205.47	27	5	265
101573242	Case Rep Dent	Case reports in dentistry	Acceptance	567	50	57.9153	427	5	127
101573242	Case Rep Dent	Case reports in dentistry	Publication	567	24	29.8042	402	5	85
101573243	Case Rep Infect Dis	Case reports in infectious diseases	Acceptance	267	55	62.3109	232	5	100
101573243	Case Rep Infect Dis	Case reports in infectious diseases	Publication	267	20	26.7603	211	5	65
101573691	Cell Rep	Cell reports	Acceptance	2203	153	179.553	855	5	448
101573691	Cell Rep	Cell reports	Publication	2082	30	30.914	235	5	58
101573788	Eur Heart J Cardiovasc Imaging	European heart journal cardiovascular Imaging	Acceptance	124	83	88.871	76	2	89
101573788	Eur Heart J Cardiovasc Imaging	European heart journal cardiovascular Imaging	Publication	125	34	39.52	64	2	44
101573920	J Acad Nutr Diet	Journal of the Academy of Nutrition and Dietetics	Acceptance	552	204.5	226.569	320	5	277
101573920	J Acad Nutr Diet	Journal of the Academy of Nutrition and Dietetics	Publication	406	71	78.1552	262	5	95
101574137	J Clin Exp Hepatol	Journal of clinical and experimental hepatology	Acceptance	250	58.5	81.472	175	5	138
101574137	J Clin Exp Hepatol	Journal of clinical and experimental hepatology	Publication	268	27	44.2537	148	5	96
101574235	Insects	Insects	Acceptance	287	54	62.2404	240	6	113
101574535	Cell Biol Int Rep (2010)	Cell biology international reports	Acceptance	16	3.5	10.4375	16	4	9
101574535	Cell Biol Int Rep (2010)	Cell biology international reports	Publication	9	66	65.3333	9	3	9
101574672	ACS Macro Lett	ACS macro letters	Acceptance	22	44	51.4545	21	3	19
101574672	ACS Macro Lett	ACS macro letters	Publication	22	5	6.68182	21	3	13
101574747	Comput Theor Chem	Computational & theoretical chemistry	Acceptance	2	78.5	78.5	2	2	2
101575086	Med Klin Intensivmed Notfmed	Medizinische Klinik, Intensivmedizin und Notfallmedizin	Acceptance	342	46	76.8304	248	6	156
101575086	Med Klin Intensivmed Notfmed	Medizinische Klinik, Intensivmedizin und Notfallmedizin	Publication	349	45	63.2063	228	5	112
101575211	Basic Clin Neurosci	Basic and clinical neuroscience	Acceptance	70	87.5	116.514	57	3	60
101575215	Diabet Foot Ankle	Diabetic foot & ankle	Acceptance	72	60	66.0139	64	6	51
101575215	Diabet Foot Ankle	Diabetic foot & ankle	Publication	60	31.5	35.05	49	5	34
101575290	J Eur Ceram Soc	Journal of the European Ceramic Society	Acceptance	1	45	45	1	1	1
101575310	Pathobiol Aging Age Relat Dis	Pathobiology of aging & age related diseases	Acceptance	29	33	52.4483	27	5	26
101575310	Pathobiol Aging Age Relat Dis	Pathobiology of aging & age related diseases	Publication	23	27	33.6087	18	4	16
101575377	J Anal Methods Chem	Journal of analytical methods in chemistry	Acceptance	272	63.5	72.1471	237	5	115
101575377	J Anal Methods Chem	Journal of analytical methods in chemistry	Publication	277	35	46.4043	214	4	89
101575677	Workplace Health Saf	Workplace health & safety	Acceptance	126	154	166.794	81	4	93
101575677	Workplace Health Saf	Workplace health & safety	Publication	59	62	65	26	3	40
101575761	Knee Surg Relat Res	Knee surgery & related research	Acceptance	191	134	159.623	152	5	132
101575761	Knee Surg Relat Res	Knee surgery & related research	Publication	191	84	98.1518	18	5	112
101576035	J Dent Res Dent Clin Dent Prospects	Journal of dental research, dental clinics, dental prospects	Acceptance	293	158	198.765	240	9	205
101576035	J Dent Res Dent Clin Dent Prospects	Journal of dental research, dental clinics, dental prospects	Publication	293	98	112.461	34	9	156
101576043	Clin Transl Allergy	Clinical and translational allergy	Acceptance	170	82	88.3294	136	5	106
101576043	Clin Transl Allergy	Clinical and translational allergy	Publication	173	17	19.7514	155	5	52
101576301	London J Prim Care (Abingdon)	London journal of primary care	Acceptance	51	45	79.2157	46	5	44
101576301	London J Prim Care (Abingdon)	London journal of primary care	Publication	10	68	75.7	3	1	6
101576349	World J Orthop	World journal of orthopedics	Acceptance	310	126	135.371	151	6	151
101576351	Tuberc Res Treat	Tuberculosis research and treatment	Acceptance	98	84.5	94.2245	92	6	69
101576351	Tuberc Res Treat	Tuberculosis research and treatment	Publication	99	33	40.3939	95	6	53
101576388	Influenza Res Treat	Influenza research and treatment	Acceptance	39	79	90.3333	38	6	33
101576388	Influenza Res Treat	Influenza research and treatment	Publication	39	37	46.1795	39	6	31
101576450	Schizophr Res Treatment	Schizophrenia research and treatment	Acceptance	85	80	101.624	82	6	66
101576450	Schizophr Res Treatment	Schizophrenia research and treatment	Publication	89	51	51.5618	80	6	54
101576451	Case Rep Neurol Med	Case reports in neurological medicine	Acceptance	311	50	56.7588	259	5	106
101576451	Case Rep Neurol Med	Case reports in neurological medicine	Publication	311	22	26.7621	250	5	67
101576452	Case Rep Cardiol	Case reports in cardiology	Acceptance	264	50	57.4356	220	5	103
101576452	Case Rep Cardiol	Case reports in cardiology	Publication	264	15	19.9167	228	5	58
101576454	Case Rep Obstet Gynecol	Case reports in obstetrics and gynecology	Acceptance	545	48	56.3596	434	5	124
101576454	Case Rep Obstet Gynecol	Case reports in obstetrics and gynecology	Publication	545	22	27.745	407	5	77
101576456	Case Rep Hematol	Case reports in hematology	Acceptance	270	45	53.3	230	5	89
101576456	Case Rep Hematol	Case reports in hematology	Publication	270	23	31.3852	227	5	75
101576457	Case Rep Endocrinol	Case reports in endocrinology	Acceptance	208	45.5	53.8077	185	5	91
101576457	Case Rep Endocrinol	Case reports in endocrinology	Publication	208	22	28.7788	188	5	65
101576459	Autism Res Treat	Autism research and treatment	Acceptance	96	108.5	122.865	92	6	76
101576459	Autism Res Treat	Autism research and treatment	Publication	97	45	46.7835	92	6	60
101576602	Epilepsy Res Treat	Epilepsy research and treatment	Acceptance	92	96.5	105.826	81	7	73
101576602	Epilepsy Res Treat	Epilepsy research and treatment	Publication	96	56	61.7083	90	6	62
101576603	Case Rep Otolaryngol	Case reports in otolaryngology	Acceptance	378	47	57.0873	320	5	109
101576603	Case Rep Otolaryngol	Case reports in otolaryngology	Publication	378	24	29.246	294	5	79
101576609	Case Rep Pathol	Case reports in pathology	Acceptance	259	39	48.4402	221	5	84
101576609	Case Rep Pathol	Case reports in pathology	Publication	259	23	30.6988	214	5	71
101576624	Wiley Interdiscip Rev Dev Biol	Wiley interdisciplinary reviews. Developmental biology	Acceptance	70	99.5	151.071	64	3	62
101576624	Wiley Interdiscip Rev Dev Biol	Wiley interdisciplinary reviews. Developmental biology	Publication	66	43	45.9242	50	3	34
101576715	Int J Parasitol Drugs Drug Resist	International journal for parasitology. Drugs and drug resistance	Acceptance	86	61	81.5581	81	5	62
101576715	Int J Parasitol Drugs Drug Resist	International journal for parasitology. Drugs and drug resistance	Publication	84	17	19.9048	75	5	30
101576782	Oral Surg Oral Med Oral Pathol Oral Radiol	Oral surgery, oral medicine, oral pathology and oral radiology	Acceptance	1226	99	114.392	690	5	277
101576782	Oral Surg Oral Med Oral Pathol Oral Radiol	Oral surgery, oral medicine, oral pathology and oral radiology	Publication	979	73	85.6302	339	5	239
101576826	Behav Sci (Basel)	Behavioral sciences (Basel, Switzerland)	Acceptance	116	62	68.2759	101	4	70
101576826	Behav Sci (Basel)	Behavioral sciences (Basel, Switzerland)	Publication	74	8	11.1757	66	5	24
101576886	Clin Endosc	Clinical endoscopy	Acceptance	459	49	70.0022	332	5	170
101576886	Clin Endosc	Clinical endoscopy	Publication	463	97	146.093	24	5	224
101577416	J Med Signals Sens	Journal of medical signals and sensors	Acceptance	125	108	129.12	100	5	103
101577577	Radiat Oncol J	Radiation oncology journal	Acceptance	165	59	64.9879	150	5	89
101577577	Radiat Oncol J	Radiation oncology journal	Publication	165	46	51.3394	18	5	88
101577699	Iran J Otorhinolaryngol	Iranian journal of otorhinolaryngology	Acceptance	150	93.5	105.687	121	4	98
101577734	Nat Prod Bioprospect	Natural products and bioprospecting	Acceptance	76	35	35.8289	63	3	41
101577734	Nat Prod Bioprospect	Natural products and bioprospecting	Publication	76	20	24.2237	63	2	32
101577807	Membranes (Basel)	Membranes	Acceptance	189	49	53.5026	165	6	87
101577812	Microb Inform Exp	Microbial informatics and experimentation	Acceptance	26	135.5	157.154	21	4	26
101577812	Microb Inform Exp	Microbial informatics and experimentation	Publication	26	0	7.73077	21	4	9
